# StartTime = 08/11/2026 01:11:43.6990 PM
Time (sec), Short term fuel % trim - Bank 1 (%), Long term fuel % trim - Bank 1 (%), Engine RPM (RPM), Ignition timing advance for #1 cylinder (deg), O2 sensor lambda wide range (current probe)  (Bank 1  Sensor 1), Absolute load value (%), Knocking Retard (deg)
84.645,7.8125,4.6875,829.5,27.5,1.005524,15.294118,0
84.743,8.59375,4.6875,827.25,27.5,1.0068355,15.294118,0
84.944,8.59375,4.6875,832.25,26.5,1.0087875,15.294118,0
85.105,8.59375,4.6875,830.25,29,1.0118985,15.294118,0
85.305,9.375,4.6875,833.25,29,1.012844,15.294118,0
85.475,9.375,4.6875,834.75,29.5,1.0140336,15.294118,0
85.610,9.375,4.6875,834.75,29.5,1.0140336,15.294118,0
85.783,9.375,4.6875,831.25,29.5,1.0124475,14.90196,0
85.905,9.375,4.6875,834.5,29.5,1.0101295,14.90196,0
86.052,8.59375,4.6875,835.25,28.5,1.001254,14.90196,0
86.184,8.59375,4.6875,832.75,31,1.001803,14.90196,0
86.356,8.59375,4.6875,832,30,0.998753,14.90196,0
86.505,8.59375,4.6875,834.5,30,0.996862,14.90196,0
86.671,8.59375,4.6875,829.75,30.5,0.9978075,14.90196,0
86.784,8.59375,4.6875,829.75,29,1.0003695,14.90196,0
87.007,9.375,4.6875,831.25,30,1.0002475,14.90196,0
87.145,9.375,4.6875,831,30.5,0.9992105,14.90196,0
87.305,9.375,4.6875,833,33,1.000339,14.90196,0
87.457,9.375,4.6875,833.75,29.5,0.99857,14.90196,0
87.634,9.375,4.6875,829.25,30.5,1.0025655,14.90196,0
87.776,9.375,4.6875,833.25,30,1.003877,14.90196,0
87.961,9.375,4.6875,836.25,30.5,1.001681,14.90196,0
88.074,9.375,4.6875,834.5,29,0.999851,14.90196,0
88.256,8.59375,4.6875,837,30.5,0.9992105,14.90196,0
88.369,8.59375,4.6875,834.5,31.5,0.997594,14.90196,0
88.524,8.59375,4.6875,831.5,30,0.9985395,14.90196,0
88.662,8.59375,4.6875,831.25,30.5,0.9975025,14.90196,0
88.824,0,14.0625,809.5,21,0.996801,14.90196,0
88.924,-0.78125,14.0625,821.5,10.5,0.99857,15.294118,0
89.095,0,14.0625,806.25,12,0.9993325,14.90196,0
89.243,0,14.0625,804.5,12,0.9986005,14.509804,0
89.421,-0.78125,14.0625,798,8.5,0.9979905,14.90196,0
89.593,0,14.0625,779.5,10.5,0.996923,14.90196,0
89.740,-0.78125,14.0625,777.5,12,0.997289,14.509804,0
89.867,-0.78125,14.0625,775.5,9.5,0.9960385,14.90196,0
90.043,8.59375,4.6875,774,18.5,0.996313,14.90196,0
90.141,8.59375,4.6875,818.25,34,0.99369,18.82353,0
90.325,8.59375,4.6875,886.5,12.5,0.9926835,21.960785,0
90.460,7.8125,4.6875,820.5,-10.5,0.9968315,20,0
90.624,0,14.0625,813.75,8.5,1.0005525,17.647058,0
90.745,0,14.0625,816.5,6.5,0.9979295,15.686275,0
90.880,-0.78125,14.0625,805,10,0.991921,14.90196,0
90.975,7.03125,4.6875,830.5,38,0.976549,15.294118,0
91.106,6.25,4.6875,918,7.5,0.949282,27.058823,0
91.265,2.34375,4.6875,986.5,-14.5,0.93818,27.843138,0
91.501,-4.6875,14.0625,860,-3.5,0.945195,19.607843,0
91.663,-4.6875,14.0625,860,-3.5,0.945195,19.607843,0
91.801,3.125,4.6875,919.25,23.5,0.93269,20.784313,0
91.944,1.5625,4.6875,1019.5,-10.5,0.943975,27.450981,0
92.080,4.6875,14.0625,924.75,-11.5,0.97356,25.882353,0
92.222,-0.78125,4.6875,870,-4,0.9857905,23.137255,0
92.375,6.25,4.6875,989.75,29,0.9961605,24.313726,0
92.491,5.46875,4.6875,964,-14,0.987834,27.058823,0
92.609,-8.59375,14.0625,876.5,-9.5,0.974292,23.921568,0
92.755,3.90625,4.6875,917,18.5,0.980636,21.568628,0
92.946,3.125,4.6875,1096.5,-11,0.984174,26.27451,0
93.061,3.125,4.6875,1096.5,-11,0.984174,26.27451,0
93.186,-3.90625,14.0625,936.5,-10.5,1.002047,24.313726,0
93.362,5.46875,4.6875,1034,26,1.0188525,23.529411,0
93.480,6.25,4.6875,1079.5,-10.5,1.0232445,27.058823,0
93.615,-6.25,14.0625,986.5,7,0.999058,25.490196,0
93.739,3.90625,4.6875,1061.75,27.5,1.0009795,22.745098,0
93.895,4.6875,4.6875,1171.25,5.5,0.9965875,27.843138,0
94.025,4.6875,4.6875,1122,-8.5,0.994544,25.490196,0
94.185,-4.6875,4.6875,987.25,-10,1.0073845,22.352942,0
94.315,5.46875,4.6875,1095.75,-10.5,0.997655,27.058823,0
94.758,5.46875,4.6875,1095.75,-10.5,0.997655,27.058823,0
95.150,-6.25,14.0625,901,8.5,0.989969,15.686275,0
95.549,-7.03125,14.0625,901,8.5,0.9715775,15.686275,0
95.772,1.5625,4.6875,846.5,29.5,0.9665145,14.509804,0
95.986,-7.03125,14.0625,991,-12,0.9951845,25.490196,0
96.160,-7.03125,14.0625,891,-9.5,0.9787145,21.568628,0
96.353,-7.8125,14.0625,853.5,0,0.972645,18.82353,0
96.565,-10.15625,14.0625,815.5,2,0.9657825,16.470589,0
96.765,-10.9375,14.0625,792.5,4.5,0.9541315,14.90196,0
96.961,-10.9375,14.0625,771.5,11,0.94733,14.509804,0
97.151,-10.9375,14.0625,756.25,11.5,0.949831,14.509804,0
97.344,-10.15625,14.0625,750.75,12,0.953552,14.509804,0
97.514,-10.15625,14.0625,756.75,17,0.9645015,14.509804,0
97.686,-8.59375,14.0625,741.25,19.5,0.9917685,14.90196,0
97.927,-7.8125,14.0625,741.25,19.5,0.9917685,14.90196,0
98.136,-5.46875,14.0625,738.25,19,1.018883,16.078432,0
98.385,-5.46875,14.0625,739,15,1.048407,16.470589,0
98.653,-4.6875,14.0625,748.25,11.5,1.0595396,16.862745,0
98.865,-3.90625,14.0625,754.75,9.5,1.0630165,17.254902,0
99.034,-3.90625,14.0625,760.75,10,1.0603325,17.254902,0
99.261,-3.125,14.0625,760.75,10,1.0603325,17.254902,0
99.461,-2.34375,14.0625,753,8,1.0583805,17.647058,0
99.935,-3.90625,14.0625,753,8,1.0472785,17.647058,0
100.162,7.03125,4.6875,763.5,10,1.039867,17.254902,0
100.339,2.34375,4.6875,1091.25,9.5,1.0081775,28.62745,0
100.556,4.6875,4.6875,1342,21,0.9657215,25.882353,0
100.738,8.59375,4.6875,1492.5,23,1.045601,26.27451,0
100.947,3.90625,4.6875,1675.5,21.5,0.997594,24.313726,0
101.120,0,14.0625,1712.75,4.5,0.960689,20,0
101.384,0,4.6875,1463.5,36,0.968497,16.862745,0
101.578,0,4.6875,1191.5,3.5,1.1980095,12.941176,0
101.937,0,4.6875,1492.25,30,1.445456,43.137257,0
102.106,0.78125,4.6875,1492.25,30,0.9801175,43.137257,0
102.230,0.78125,4.6875,2261.75,5,0.9743835,35.294117,0
102.397,0,4.6875,2209.5,7,0.9686495,27.450981,0
102.517,0,4.6875,1944.75,32,1.2247885,19.607843,0
102.780,0,4.6875,1709.5,37.5,1.8712054,15.686275,0
102.995,0,4.6875,1763.25,25,1.6492265,20.784313,0
103.168,0,3.90625,2465.25,15.5,0.9770065,65.09804,0
103.311,0,3.90625,3352.75,2,0.9064905,37.2549,0
103.422,0,4.6875,3270.25,37.5,0.9261325,21.17647,0
103.574,0,4.6875,2969.5,39,1.2698675,13.725491,0
103.745,0,4.6875,2488.25,48,1.9988174,13.725491,0
103.937,0,4.6875,2488.25,48,1.9988174,13.725491,0
104.056,0,4.6875,2137,44.5,1.9988174,13.725491,0
104.210,0,14.0625,1912.25,43,1.9988174,14.117647,0
104.310,0,14.0625,1767.75,47.5,1.9988174,12.941176,0
104.503,0,14.0625,1564.5,44,1.9988174,13.333333,0
104.644,0,14.0625,1373.25,46.5,1.9988174,14.509804,0
104.776,0,14.0625,1162.5,48,1.9988174,13.333333,0
104.914,0,14.0625,1127.75,7.5,1.9988174,12.941176,0
105.066,0,14.0625,1127,7,1.9988174,12.941176,0
105.302,0,14.0625,1035,8,1.9988174,12.941176,0
105.434,0,14.0625,1035,8,1.9988174,12.941176,0
105.538,0,14.0625,956,4.5,1.921561,14.117647,0
105.705,0,14.0625,922.5,4.5,1.47132,14.509804,0
105.805,0,14.0625,895.25,2.5,1.203652,14.90196,0
105.904,0,14.0625,814,2,1.133258,14.509804,0
106.069,0,14.0625,768.25,1.5,1.043588,14.90196,0
106.411,0,14.0625,761.5,5.5,0.9721875,14.509804,0
106.577,0,14.0625,729.75,9,0.949648,14.117647,0
106.705,-3.90625,14.0625,739.5,6,0.8780035,14.509804,0
106.819,-7.8125,14.0625,734.75,7.5,0.855586,14.509804,0
107.071,-8.59375,14.0625,716,11,0.8396345,14.509804,0
107.257,-8.59375,14.0625,716,11,0.8396345,14.509804,0
107.512,-8.59375,14.0625,727.25,9.5,0.8547625,14.509804,0
107.666,-6.25,14.0625,726,15.5,0.86681,14.509804,0
107.822,-5.46875,14.0625,726,15.5,0.86681,14.509804,0
107.957,-6.25,14.0625,736.25,15.5,0.8767835,14.509804,0
108.202,-4.6875,14.0625,726.25,14,0.884683,14.509804,0
108.374,-4.6875,14.0625,721.25,15.5,0.9008175,14.90196,0
108.522,-3.90625,14.0625,714.25,18.5,0.91012,15.294118,0
108.695,-3.90625,4.6875,725.25,11.5,0.918538,15.294118,0
108.862,6.25,4.6875,723.25,26.5,0.922381,15.686275,0
109.029,7.8125,4.6875,777,14,0.9294875,25.09804,0
109.191,7.8125,4.6875,946,5,0.9395525,29.411764,0
109.394,2.34375,4.6875,1072.75,16.5,0.937631,27.058823,0
109.599,0.78125,4.6875,1262.75,24.5,0.886391,23.921568,0
109.741,-1.5625,14.0625,1338.25,15,0.9355265,22.352942,0
109.966,-2.34375,14.0625,1124.25,-2,0.997045,19.215687,0
110.174,-5.46875,4.6875,1032,0,1.0034195,16.862745,0
110.321,3.125,4.6875,938.5,7,0.9907315,14.117647,0
110.515,3.125,4.6875,991.25,34,0.9828625,20,0
110.704,5.46875,4.6875,1201.75,27,0.993141,29.019608,0
110.941,4.6875,4.6875,1631,36,0.981002,36.47059,0
111.123,0,4.6875,2013.75,8,1.009001,36.47059,0
111.276,0,4.6875,1750.25,31,1.5731595,32.156864,0
111.437,0,4.6875,1514,24,1.9988174,22.352942,0
111.581,0,4.6875,1302,38,1.9988174,17.647058,0
111.779,0,4.6875,1393.75,43.5,1.9988174,15.294118,0
111.911,0,4.6875,1705.5,31,1.264957,35.294117,0
112.120,0,4.6875,2164.25,4.5,0.925553,35.294117,0
112.292,0,4.6875,2164.25,4.5,0.925553,35.294117,0
112.461,0,4.6875,2190,4,0.8867265,31.764706,0
112.657,0,4.6875,1629,26.5,1.9988174,20.392157,0
112.776,0,4.6875,1629,26.5,1.9988174,20.392157,0
112.945,0,4.6875,1510.75,35.5,1.9988174,16.470589,0
113.062,0,4.6875,1615.75,24.5,1.9988174,23.529411,0
113.614,0,4.6875,2116.25,7,0.8830665,29.80392,0
114.195,0,4.6875,2116.25,7,0.8830665,29.80392,0
114.505,0,4.6875,2263.5,-2.5,0.9033185,41.960785,0
114.675,0,4.6875,2048.5,34.5,0.914024,29.019608,0
114.825,0,4.6875,2048.5,34.5,0.914024,29.019608,0
114.970,0,14.0625,1846.75,28,1.3672235,21.960785,0
115.141,0,14.0625,1661.75,35.5,1.9988174,16.470589,0
115.260,0,14.0625,1231.5,47.5,1.9988174,13.725491,0
115.419,0,14.0625,1148.25,6.5,1.9988174,13.333333,0
115.529,0,14.0625,1148.25,6.5,1.9988174,13.333333,0
115.701,0,14.0625,1139.25,10,1.9988174,12.54902,0
115.874,0,14.0625,1139.25,10,1.9988174,12.54902,0
116.042,0,14.0625,1065.5,7,1.851533,12.941176,0
116.180,0,14.0625,1034.75,5.5,1.271606,14.117647,0
116.353,0,14.0625,1008.5,5,1.1132195,14.117647,0
116.516,0,14.0625,962.25,4,0.9577305,14.509804,0
116.664,0,14.0625,914.5,4,0.937265,14.117647,0
116.817,0,14.0625,914.5,4,0.937265,14.117647,0
116.963,-0.78125,14.0625,884,3.5,0.9270475,14.117647,0
117.075,-2.34375,14.0625,830.5,2,0.908473,14.117647,0
117.259,-3.90625,14.0625,801,3,0.894382,14.117647,0
117.379,-3.125,14.0625,763.75,3.5,0.882914,14.117647,0
117.530,-4.6875,14.0625,738.25,8,0.877302,14.117647,0
117.655,-4.6875,14.0625,727.75,6,0.8701955,14.117647,0
117.810,-5.46875,14.0625,727.75,6,0.8701955,14.117647,0
117.962,-4.6875,14.0625,725,13,0.8682435,14.117647,0
118.104,-4.6875,14.0625,714.75,12.5,0.8682435,14.117647,0
118.231,-4.6875,14.0625,710.75,16.5,0.8802605,14.509804,0
118.454,-4.6875,14.0625,710.75,16.5,0.8802605,14.509804,0
118.607,-4.6875,14.0625,712.25,16,0.887794,14.90196,0
118.774,-4.6875,14.0625,711.25,11.5,0.8930705,15.294118,0
118.917,-3.90625,14.0625,716.75,14,0.899872,14.90196,0
119.093,-3.90625,14.0625,716.75,14,0.899872,14.90196,0
119.217,-3.90625,14.0625,717,17,0.9050265,14.509804,0
119.412,-3.90625,14.0625,717,17,0.9064905,14.90196,0
119.592,-4.6875,14.0625,716.75,14.5,0.9088695,15.294118,0
119.737,-3.90625,14.0625,715.75,12.5,0.909815,15.294118,0
119.942,-3.90625,14.0625,715.75,12.5,0.909815,15.294118,0
120.096,-3.125,14.0625,722.25,14,0.910974,15.686275,0
120.284,-7.03125,14.0625,719.5,15,0.9100285,15.686275,0
120.440,-8.59375,14.0625,719.5,15,0.910242,15.686275,0
120.629,-8.59375,14.0625,708.5,14,0.919758,16.470589,0
120.801,-7.8125,14.0625,719,14.5,0.919758,16.470589,0
120.951,-7.03125,14.0625,709.25,11,0.9483365,17.254902,0
121.165,-6.25,14.0625,709.25,11,0.9483365,17.254902,0
121.297,-5.46875,14.0625,722.25,10,0.9821,17.647058,0
121.457,-6.25,14.0625,722.25,10,0.9821,17.647058,0
121.611,-4.6875,14.0625,721.25,9,0.9980515,17.647058,0
121.789,-3.125,14.0625,726,8.5,1.0169005,17.647058,0
121.956,-5.46875,14.0625,725.75,9.5,1.0202554,17.647058,0
122.080,-3.125,14.0625,735.25,7.5,1.039623,18.039215,0
122.216,-3.125,14.0625,735.25,8.5,1.0383725,17.647058,0
122.378,-3.125,14.0625,737.25,6.5,1.0368475,18.039215,0
122.548,-3.125,14.0625,729.5,8,1.032364,17.647058,0
122.687,-3.125,14.0625,734,8,1.0276974,17.647058,0
122.895,-3.125,14.0625,736.75,8.5,1.0239155,17.647058,0
123.076,-3.90625,14.0625,736.75,8.5,1.0179375,17.647058,0
123.232,-3.125,14.0625,733.5,7.5,1.014369,17.647058,0
123.393,-2.34375,14.0625,729,8.5,1.0166565,17.647058,0
123.545,-2.34375,14.0625,729,8.5,1.0166565,17.647058,0
123.692,-3.90625,14.0625,725,11,1.0110445,17.254902,0
123.856,-2.34375,14.0625,725,11,1.0110445,17.254902,0
124.011,-2.34375,14.0625,732,8.5,1.0126915,17.647058,0
124.149,-2.34375,14.0625,728.5,7,1.0129355,17.647058,0
124.317,-1.5625,14.0625,734.5,8,1.015101,17.647058,0
124.492,-2.34375,14.0625,727.75,8,1.0154974,17.647058,0
124.682,-1.5625,14.0625,723.75,10,1.0116545,17.254902,0
124.901,-2.34375,14.0625,730.5,7.5,1.0125695,17.647058,0
125.037,-2.34375,14.0625,727.25,8.5,1.009367,17.647058,0
125.216,-2.34375,14.0625,733.25,7.5,1.0078115,17.647058,0
125.347,-2.34375,14.0625,729.5,7.5,1.0053105,17.647058,0
125.512,-1.5625,14.0625,734.5,7.5,1.009306,17.254902,0
125.648,-1.5625,14.0625,734.5,7.5,1.009306,17.254902,0
125.817,-2.34375,14.0625,728,8,1.008513,17.254902,0
125.972,-1.5625,14.0625,726.75,9,1.005585,17.254902,0
126.193,-1.5625,14.0625,724,8.5,1.006927,17.254902,0
126.309,-1.5625,14.0625,725.75,9,1.006622,16.862745,0
126.483,-1.5625,14.0625,728,9,1.006256,17.254902,0
126.616,-1.5625,14.0625,730,9,1.005646,16.862745,0
126.788,-0.78125,14.0625,727,11,1.0081775,16.862745,0
126.903,-1.5625,14.0625,717.75,9,1.0049444,17.254902,0
127.062,-1.5625,14.0625,717.75,9,1.0044565,16.862745,0
127.203,-1.5625,14.0625,730.25,11,1.003694,17.254902,0
127.402,7.8125,4.6875,730.25,11,1.003694,17.254902,0
127.556,7.8125,4.6875,773.5,27,1.002474,19.607843,0
127.748,8.59375,4.6875,835,1.5,1.008086,23.921568,0
127.928,8.59375,4.6875,881,16,1.011197,20.784313,0
128.066,7.8125,4.6875,897.75,21.5,1.007293,19.215687,0
128.255,5.46875,4.6875,915,24,0.9921345,18.039215,0
128.393,3.125,4.6875,919.75,32,0.94977,16.470589,0
128.561,3.90625,4.6875,919.75,32,0.94977,16.470589,0
128.762,4.6875,4.6875,916,30.5,0.962885,16.078432,0
128.908,5.46875,4.6875,918.5,31.5,0.976854,16.078432,0
129.085,6.25,4.6875,918.5,31.5,0.976854,16.078432,0
129.252,7.03125,4.6875,923.25,30.5,1.0042735,15.294118,0
129.433,7.8125,4.6875,931.5,33.5,1.023214,14.90196,0
129.584,9.375,4.6875,933.75,36.5,1.03334,14.509804,0
129.756,8.59375,4.6875,933.5,33.5,1.0330045,14.509804,0
129.875,9.375,4.6875,933.5,35.5,1.036146,14.509804,0
130.067,8.59375,4.6875,935.25,35,1.031449,14.509804,0
130.262,8.59375,4.6875,939.25,36.5,1.027728,14.117647,0
130.428,9.375,4.6875,935.75,38,1.0251966,14.117647,0
130.586,9.375,4.6875,935.75,38,1.0251966,14.117647,0
130.728,9.375,4.6875,935,39.5,1.0194016,13.725491,0
130.893,9.375,4.6875,936.25,38.5,1.0159245,13.725491,0
131.077,9.375,4.6875,937,37,1.0130575,13.725491,0
131.259,8.59375,4.6875,937.75,34.5,1.006683,13.725491,0
131.376,8.59375,4.6875,937.25,35.5,1.006134,14.117647,0
131.562,8.59375,4.6875,937.25,35.5,1.006134,14.117647,0
131.733,8.59375,4.6875,937.25,35.5,1.0044565,13.725491,0
131.883,8.59375,4.6875,934.25,35.5,0.999546,14.117647,0
132.061,8.59375,4.6875,935.75,37.5,0.9968925,13.725491,0
132.204,8.59375,4.6875,933.25,36.5,0.998814,14.117647,0
132.394,8.59375,4.6875,935.25,37.5,1.0012845,13.725491,0
132.556,8.59375,4.6875,939.25,38,0.9962825,13.725491,0
132.768,8.59375,4.6875,939.25,38,0.9962825,13.725491,0
132.912,8.59375,4.6875,937.5,37.5,0.9970755,13.725491,0
133.090,8.59375,4.6875,937.5,37.5,0.9970755,13.725491,0
133.263,9.375,14.0625,842.75,7.5,0.997472,14.117647,0
133.413,0,14.0625,842.75,7.5,0.997472,14.117647,0
133.608,0,14.0625,829.5,10.5,1.00528,14.117647,0
133.738,1.5625,14.0625,829.5,10.5,1.00528,14.117647,0
133.949,1.5625,14.0625,802,9,1.020103,13.725491,0
134.065,1.5625,14.0625,802,9,1.020103,13.725491,0
134.227,0.78125,14.0625,764.25,8.5,1.010465,13.725491,0
134.344,0,14.0625,764,11,1.00589,13.333333,0
134.497,0,14.0625,755.5,11.5,0.999058,13.333333,0
134.645,-1.5625,14.0625,744.5,11.5,0.9937205,13.333333,0
134.804,-0.78125,14.0625,739.25,11.5,0.992958,13.725491,0
134.938,-0.78125,14.0625,735.25,11.5,0.990213,13.725491,0
135.119,-0.78125,14.0625,725,14,0.9890845,13.725491,0
135.226,-0.78125,14.0625,729.75,14,0.986065,13.725491,0
135.417,-0.78125,14.0625,722.25,12,0.984113,13.725491,0
135.528,-0.78125,14.0625,722.25,12,0.984113,13.725491,0
135.664,-1.5625,14.0625,729.25,16.5,0.9853635,13.725491,0
135.769,-1.5625,14.0625,735.5,17.5,0.984479,13.725491,0
135.888,-1.5625,14.0625,727.5,18,0.984418,13.725491,0
136.024,-1.5625,14.0625,712,18,0.9836555,13.725491,0
136.128,-1.5625,14.0625,717.25,35,0.982771,13.725491,0
136.261,-2.34375,14.0625,714.25,28.5,0.982527,14.117647,0
136.394,-2.34375,14.0625,713.25,28.5,0.9807885,14.117647,0
136.508,-2.34375,14.0625,717.5,33,0.9794465,14.509804,0
136.664,-2.34375,14.0625,726.75,19.5,0.980087,15.294118,0
136.757,-2.34375,14.0625,726.75,19.5,0.980087,15.294118,0
136.929,-3.125,14.0625,731.5,15,0.9813375,15.294118,0
137.026,-2.34375,14.0625,731.25,15,0.982588,15.686275,0
137.171,-2.34375,14.0625,734,12.5,0.9842045,16.078432,0
137.289,-2.34375,14.0625,727,12,0.9858515,16.470589,0
137.465,-2.34375,14.0625,733.5,13.5,0.992775,16.078432,0
137.571,-1.5625,14.0625,736.25,10.5,0.9971365,16.470589,0
137.968,-1.5625,14.0625,729.25,14.5,0.9947575,16.470589,0
138.384,-1.5625,14.0625,744,11.5,1.002901,16.470589,0
138.761,-1.5625,14.0625,745.25,8,1.001681,16.862745,0
138.868,-1.5625,14.0625,745.25,8,1.001681,16.862745,0
139.069,7.8125,4.6875,770.5,26.5,1.002962,18.039215,0
139.184,8.59375,4.6875,862,8.5,1.004121,25.490196,0
139.329,8.59375,4.6875,910.25,4,1.0014066,25.09804,0
139.449,7.03125,4.6875,936.5,15.5,1.006988,21.17647,0
139.599,8.59375,4.6875,953.25,23.5,0.9999425,18.82353,0
139.699,7.03125,4.6875,962.25,29,0.983869,17.647058,0
139.811,5.46875,4.6875,964.5,27.5,0.969412,17.647058,0
139.945,4.6875,4.6875,969.5,32.5,0.956785,16.862745,0
140.079,3.90625,4.6875,966.75,30.5,0.9495565,17.254902,0
140.248,3.90625,4.6875,969.5,13.5,0.95892,17.254902,0
140.548,6.25,14.0625,859,17.5,0.976305,16.078432,0
141.099,-3.125,14.0625,850.75,3,1.000522,15.686275,0
142.038,10.9375,4.6875,1037.5,11.5,1.020225,24.313726,0
142.506,-5.46875,14.0625,818.75,30.5,0.949831,14.117647,0
143.347,1.5625,4.6875,958.25,-9.5,0.9954285,22.352942,0
143.877,5.46875,4.6875,932.25,-10,0.972462,21.568628,0
144.461,-6.25,4.6875,1012,13.5,0.977342,22.352942,0
144.879,-7.8125,14.0625,830.25,2.5,0.989847,15.686275,0
145.083,-8.59375,14.0625,729.25,16,0.975634,13.333333,0
145.234,-8.59375,14.0625,729.25,16,0.975634,13.333333,0
145.478,-8.59375,14.0625,733.75,16.5,0.978196,13.333333,0
145.631,-8.59375,14.0625,735.75,31.5,0.990091,13.333333,0
145.756,-6.25,14.0625,724.5,22.5,0.996801,13.725491,0
145.902,-6.25,14.0625,723.5,23.5,1.0012234,13.725491,0
146.058,-6.25,14.0625,721.75,23,1.0175714,14.117647,0
146.218,-5.46875,14.0625,717.25,21.5,1.0245866,14.509804,0
146.398,-5.46875,14.0625,720,21.5,1.0320895,14.90196,0
146.549,-4.6875,14.0625,718.25,18.5,1.036146,15.294118,0
146.781,-3.90625,14.0625,723.75,16,1.0403855,15.686275,0
146.884,-3.90625,14.0625,725.5,15,1.040599,16.078432,0
147.031,-3.125,14.0625,729,12.5,1.044503,16.470589,0
147.172,-3.125,14.0625,724,12.5,1.045113,16.078432,0
147.289,-3.125,14.0625,735.75,12,1.0453265,16.470589,0
147.471,-2.34375,14.0625,734,9.5,1.047065,16.862745,0
147.599,-2.34375,14.0625,737,12.5,1.042978,16.470589,0
147.758,-2.34375,14.0625,740.75,12.5,1.0431,16.470589,0
147.969,-1.5625,14.0625,735.75,10,1.040965,16.862745,0
148.079,-1.5625,14.0625,741.5,10.5,1.033462,16.470589,0
148.272,-1.5625,14.0625,741.75,8.5,1.026264,16.862745,0
148.384,-1.5625,14.0625,739,8.5,1.023824,16.470589,0
148.510,-1.5625,14.0625,743.75,12,1.027667,16.470589,0
148.673,-1.5625,14.0625,739,9.5,1.017846,16.862745,0
148.789,-2.34375,14.0625,735.75,9,1.019188,16.862745,0
148.959,-1.5625,14.0625,733.75,9.5,1.0169615,17.254902,0
149.084,-1.5625,14.0625,739.75,8.5,1.0162905,17.254902,0
149.249,-2.34375,14.0625,738,9,1.013149,17.254902,0
149.408,-1.5625,14.0625,740.25,7.5,1.0154974,17.254902,0
149.619,-0.78125,14.0625,733.75,9.5,1.011502,17.254902,0
149.804,-1.5625,14.0625,739.5,8.5,1.0183645,17.254902,0
149.939,-1.5625,14.0625,744.75,7.5,1.013332,17.254902,0
150.121,-0.78125,14.0625,745,8,1.014003,17.254902,0
150.285,-0.78125,14.0625,736.25,9,1.0101905,17.254902,0
150.490,-0.78125,14.0625,740,9.5,1.006317,17.254902,0
150.619,-0.78125,14.0625,732.5,7.5,1.008879,17.254902,0
150.779,-0.78125,14.0625,737.5,8,1.0112275,17.254902,0
150.929,-0.78125,14.0625,743.75,9,1.0092145,17.254902,0
151.071,-0.78125,14.0625,739.5,7.5,1.0050055,17.254902,0
151.189,-0.78125,14.0625,745.5,7.5,1.005097,17.254902,0
151.429,-0.78125,14.0625,736.75,8.5,1.0036025,17.254902,0
151.586,-0.78125,14.0625,736.75,8.5,1.0036025,17.254902,0
151.772,-0.78125,14.0625,739,7.5,1.0034195,17.254902,0
151.921,-0.78125,14.0625,734,8,1.004853,17.254902,0
152.040,-1.5625,14.0625,735.5,9.5,0.9978685,17.254902,0
152.211,-0.78125,14.0625,739.25,7.5,0.9998815,17.254902,0
152.371,-0.78125,14.0625,730.25,10,0.9981125,17.254902,0
152.543,-0.78125,14.0625,739,7.5,0.9986615,17.647058,0
152.659,-0.78125,14.0625,731,9,0.9992715,16.862745,0
152.829,-0.78125,14.0625,735.5,8.5,1.0022604,17.254902,0
153.019,0,14.0625,734,8,1.0025045,16.862745,0
153.178,0,14.0625,734,8,1.0025045,16.862745,0
153.296,-0.78125,14.0625,737.5,7.5,1.0017725,17.254902,0
153.479,-0.78125,14.0625,729.25,10,1.0017115,16.862745,0
153.686,-0.78125,14.0625,729.25,8.5,1.0015895,17.254902,0
153.797,-0.78125,14.0625,726.75,8.5,1.0009795,17.254902,0
153.982,-0.78125,14.0625,728.75,9.5,0.999851,16.862745,0
154.095,-0.78125,14.0625,734.5,9.5,0.9999425,16.862745,0
154.214,-0.78125,14.0625,733.25,8,1.0029315,17.254902,0
154.368,-0.78125,14.0625,729.5,8.5,0.9990275,17.254902,0
154.635,0,14.0625,734.75,10,0.9993325,17.254902,0
154.868,0,14.0625,730.5,8,1.0003695,17.254902,0
154.985,-0.78125,14.0625,737,7,1.0003695,17.647058,0
155.117,-0.78125,14.0625,728.25,10.5,1.0003085,16.862745,0
155.373,0,14.0625,731.75,7.5,1.0006135,17.254902,0
155.782,-0.78125,14.0625,731.5,9.5,1.0007966,17.254902,0
155.924,0,14.0625,734.25,7.5,0.999851,17.254902,0
156.095,0,14.0625,728.25,9.5,1.0018945,17.254902,0
156.211,0,14.0625,736.5,8.5,1.00589,17.647058,0
156.368,0,14.0625,737.75,7.5,1.008025,17.254902,0
156.529,0,14.0625,741.25,8,1.0048835,17.254902,0
156.674,0,14.0625,741.25,8,1.0048835,17.254902,0
156.789,-0.78125,14.0625,738.5,7.5,1.001864,17.254902,0
156.966,-0.78125,14.0625,735,8.5,1.0015895,17.254902,0
157.065,-0.78125,14.0625,739,8.5,1.000766,17.254902,0
157.171,0,14.0625,743,7,0.998631,17.254902,0
157.314,-0.78125,14.0625,742.25,7,0.99674,17.254902,0
157.440,-0.78125,14.0625,731.25,8.5,0.998143,16.862745,0
157.625,0,14.0625,734.25,9,0.999363,17.254902,0
157.740,0,14.0625,728.75,8.5,0.999607,17.254902,0
157.906,0,14.0625,730.75,8.5,1.0015285,17.647058,0
158.044,0,14.0625,730.75,8.5,1.0015285,17.647058,0
